,dataset,ensemble,alpha,threshold,Labels,Time,n_clusters,real_n,accuracy,F1_score
10,wine,Voting,complete,0,"[1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 0 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1
 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0
 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0]",0.008710384368896484,2,3,0.056179775280898875,0.04290726817042606
11,wine,Graph,complete,0,"[3 3 4 3 2 3 4 4 3 3 3 4 4 3 3 4 4 3 3 3 2 2 3 3 3 1 4 4 3 3 4 3 3 4 3 3 3
 3 3 2 2 3 3 2 3 3 3 3 3 4 3 4 4 4 3 3 3 4 4 1 2 1 1 0 0 2 1 1 2 2 3 0 1 3
 3 1 0 1 2 1 0 2 1 1 1 1 1 1 2 1 1 1 1 0 1 3 1 1 2 1 2 1 1 0 2 1 1 1 1 2 1
 1 1 1 0 0 1 1 0 1 1 1 1 0 0 1 0 1 0 0 1 1 1 1 1 2 2 1 0 0 1 2 1 1 3 1 0 1
 1 1 1 1 1 2 1 2 1 3 2 1 1 2 1 2 1 1 2 2 2 1 1 1 2 2 2 1 3 1]",0.49591660499572754,5,3,0.3089887640449438,0.18719813268695576
12,iris,GMM_MCA,complete,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1]",6.989245653152466,2,3,0.6666666666666666,0.5555555555555555
13,iris,GMM_Voting,complete,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 5 2 5 2 5 2 5 5 2 5 2 5 2 5 5 2 5 2 5 2 2
 2 2 2 2 2 5 5 5 5 2 5 2 2 2 5 5 5 2 5 5 5 5 5 2 5 5 1 2 1 2 1 1 5 1 1 1 2
 2 1 2 2 2 2 1 1 2 1 2 1 2 1 1 2 2 2 1 1 1 2 2 2 1 2 2 2 1 1 2 2 1 1 2 2 2
 2 2]",0.262406587600708,4,3,0.5133333333333333,0.38366336633663367
14,iris,GMM_Pair,complete,0,"[6 6 6 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 6 6 6 6 1 1
 0 1 1 1 1 1 1 0 0 0 0 0 0 3 3 3 2 3 2 3 2 3 2 2 2 2 3 2 3 2 2 3 2 3 2 3 3
 3 3 3 4 3 2 2 2 2 3 2 3 3 3 2 2 2 3 2 2 2 2 2 3 2 2 5 3 5 4 5 4 2 5 5 5 4
 4 5 3 3 4 4 5 5 3 5 3 5 3 5 5 3 3 4 5 5 5 4 3 4 5 4 4 3 5 5 4 3 5 5 4 3 4
 4 3]",0.0666646957397461,7,3,0.16666666666666666,0.09632709632709634
15,iris,MM,complete,0,"[6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
 6 6 6 6 6 6 6 6 6 6 6 6 6 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 3 3 3 1 3 1 3
 3 3 3 7 3 3 3 3 3 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 3 7 1 7 7 7 4 3 4 7 4 7
 7 7 1 1 7 7 4 4 1 7 1 4 1 7 7 1 1 7 7 4 4 7 1 5 4 7 7 1 7 7 7 1 7 7 7 1 7
 7 1]",634.3128809928894,6,3,0.03333333333333333,0.01838235294117647
16,iris,Voting,complete,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1]",0.007434844970703125,2,3,0.6666666666666666,0.5555555555555555
17,iris,Graph,complete,0,"[1 1 1 1 1 2 1 2 2 2 1 2 2 1 1 2 1 1 1 1 2 2 1 1 2 1 2 1 1 1 1 2 1 2 1 2 2
 2 1 2 2 1 1 2 1 2 1 2 1 1 5 5 3 3 3 3 3 3 3 3 3 5 3 3 3 5 3 3 5 3 3 3 3 5
 5 3 3 3 5 3 3 3 3 3 3 3 5 3 3 3 3 3 3 3 3 3 3 3 0 3 4 3 3 3 4 3 3 3 3 3 3
 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4 4 3 3 4 3 3 3 4 4 3 3 3 3 3 4 3 3 3 4
 4 3]",0.4522693157196045,6,3,0.0,0.0
18,noisy_circles,GMM_MCA,complete,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",23.226865768432617,1,2,0.5,0.3333333333333333
19,noisy_circles,GMM_Voting,complete,0,"[0 2 1 1 2 2 0 1 1 0 0 0 2 1 0 0 2 2 2 2 0 0 0 2 1 2 1 2 0 1 0 0 1 2 2 2 2
 1 2 2 2 2 2 1 2 2 0 2 2 0 2 1 1 2 2 1 2 0 1 2 2 0 2 2 2 0 2 2 0 2 2 2 2 1
 2 2 2 2 2 2 2 2 0 2 2 1 2 2 2 2 2 2 2 1 2 1 0 0 1 2 1 2 2 1 2 0 2 1 1 2 2
 2 2 2 2 0 2 1 1 2 2 1 2 2 2 0 2 2 0 1 2 0 2 0 2 2 2 2 2 1 2 2 1 2 1 2 1 0
 2 1 1 1 0 1 2 2 1 0 0 0 1 2 2 2 2 2 2 0 2 2 1 0 2 1 0 0 2 1 1 0 2 2 2 2 2
 2 1 2 1 2 1 1 2 0 2 2 0 2 1 2 2 2 2 1 0 2 2 2 0 2 1 1 2 1 2 2 2 1 2 1 1 1
 2 1 2 2 2 2 2 2 2 1 0 2 2 1 2 0 2 2 0 1 1 0 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2
 0 2 2 1 2 1 0 2 1 1 2 2 2 2 2 2 1 2 2 1 2 0 0 2 0 1 1 0 2 2 1 1 0 2 1 2 2
 2 1 2 2 1 1 1 2 0 1 2 1 0 0 1 2 0 1 1 0 1 2 1 0 1 2 0 2 1 2 2 2 1 1 1 2 2
 2 2 0 0 2 2 2 2 0 2 1 0 2 0 1 2 0 2 2 1 2 2 2 2 1 0 0 2 2 1 2 2 2 1 2 0 1
 1 1 0 2 2 1 2 1 2 2 1 1 0 2 2 2 2 1 1 2 2 2 2 2 2 0 0 2 2 0 0 1 2 1 2 0 1
 2 2 2 0 2 2 0 2 2 2 2 2 2 1 2 2 2 2 2 2 1 2 1 1 1 1 0 2 2 2 0 1 0 1 2 1 2
 1 2 2 2 1 2 2 2 2 1 2 1 0 2 1 0 1 0 2 1 2 2 0 2 1 1 1 1 2 2 2 2 2 2 2 2 2
 2 0 2 2 1 1 2 2 2 2 2 2 1 2 2 1 2 1 1]",1.0491328239440918,3,2,0.106,0.10515873015873016
20,noisy_circles,GMM_Pair,complete,0,"[3 2 0 0 1 1 3 0 0 3 3 0 3 0 3 0 1 1 3 3 3 3 3 1 0 1 0 2 0 0 0 3 0 1 2 3 1
 0 1 2 2 1 1 0 2 2 3 1 1 3 0 0 0 1 1 0 2 3 0 2 2 3 1 2 1 3 1 2 3 3 2 2 3 0
 3 1 1 1 1 3 1 3 0 1 0 0 1 1 1 1 1 1 1 0 1 0 0 3 0 3 0 1 1 0 1 3 2 0 0 3 2
 1 1 1 1 0 1 0 0 1 1 0 0 1 3 3 1 2 3 0 1 3 1 3 1 2 1 1 1 0 3 3 0 1 0 2 0 3
 3 0 0 0 3 0 2 1 0 0 3 3 0 2 1 1 1 1 3 3 1 1 0 3 1 3 0 0 3 0 0 3 1 1 1 3 2
 1 0 3 0 1 0 0 1 3 3 2 0 1 0 1 2 1 2 0 3 1 3 3 0 1 0 0 1 0 3 3 3 0 3 0 0 0
 1 0 2 3 1 1 1 1 1 0 3 1 1 0 3 3 1 3 0 0 0 0 1 1 3 1 1 1 2 2 0 3 1 1 1 1 2
 0 1 2 0 1 0 3 1 0 0 1 1 3 1 3 1 0 3 2 0 3 0 3 1 3 0 0 3 1 1 0 0 3 1 0 1 1
 1 0 1 2 0 0 0 1 3 0 1 0 3 0 0 1 3 0 0 3 0 3 0 0 0 3 3 3 0 1 1 1 0 0 0 1 1
 2 2 0 3 3 1 3 2 0 1 0 0 2 0 0 2 0 1 3 0 3 2 2 2 0 3 0 3 3 0 3 2 1 0 1 3 0
 0 0 3 1 2 0 1 0 1 2 0 0 3 1 1 3 1 0 0 1 1 1 1 2 2 3 0 3 1 3 0 0 2 0 1 3 0
 3 1 1 3 3 0 3 1 3 2 1 1 3 0 1 1 3 3 1 1 0 2 0 0 0 0 3 2 3 2 3 0 3 0 1 0 1
 0 1 1 1 0 3 1 3 1 0 1 0 3 1 0 3 0 3 2 0 1 3 3 2 0 0 0 0 1 1 3 1 1 1 1 2 1
 1 0 1 1 0 0 1 3 3 1 2 3 0 1 1 0 1 0 0]",0.7184441089630127,4,2,0.65,0.3939385034909142
21,noisy_circles,MM,complete,0,"[4 4 3 3 2 2 4 3 2 1 4 2 1 3 4 2 2 2 2 2 3 4 4 2 3 4 3 4 2 2 2 4 2 2 4 1 2
 3 4 4 4 2 2 2 4 4 3 2 4 1 2 2 3 2 2 3 4 3 3 4 4 1 2 4 4 4 4 4 3 2 4 4 2 3
 1 2 2 2 2 2 2 1 2 4 2 2 2 2 2 2 2 2 2 3 2 3 2 1 2 1 2 2 2 3 4 1 4 2 2 1 4
 4 2 2 2 2 2 3 3 2 2 3 2 2 2 3 2 4 1 3 2 1 2 1 4 4 2 2 4 2 2 1 2 2 2 4 2 1
 1 3 3 3 4 3 4 2 2 2 1 3 2 4 4 2 2 2 1 1 2 2 3 1 4 1 2 2 2 3 2 1 2 2 4 1 4
 2 3 1 3 4 2 2 2 4 2 4 2 2 2 4 4 2 4 2 1 2 2 1 2 2 2 3 4 2 1 2 1 3 1 3 3 3
 2 3 4 1 2 4 2 2 2 3 4 2 2 3 2 4 2 2 2 2 2 2 2 2 2 2 2 2 4 4 3 2 2 2 2 4 4
 2 2 4 2 2 2 1 4 3 2 2 2 2 2 2 2 3 1 4 2 1 2 1 2 1 3 3 1 2 2 2 3 3 4 3 2 2
 4 3 2 4 3 3 3 4 4 2 2 3 4 2 2 4 3 3 3 4 2 2 3 2 2 2 4 1 2 2 2 2 2 2 3 2 2
 4 4 2 1 1 2 1 4 2 2 3 2 4 2 2 4 2 4 1 2 2 4 4 4 3 1 2 2 2 2 2 4 4 3 2 1 2
 2 3 4 4 4 3 2 3 2 4 3 2 1 2 2 2 2 3 3 2 2 2 2 4 4 4 2 2 2 3 2 3 4 2 2 1 2
 2 2 2 3 2 2 1 2 2 4 4 2 1 2 2 2 1 2 2 4 2 4 3 2 3 3 4 4 1 4 4 3 1 3 2 3 2
 3 4 4 2 3 1 2 1 2 2 2 2 4 4 3 4 3 4 4 3 2 2 1 4 2 2 3 3 4 2 2 2 4 2 4 4 2
 2 2 2 4 2 3 2 2 2 2 4 1 2 4 2 3 4 2 3]",572.9706978797913,4,2,0.0,0.0
22,noisy_circles,Voting,complete,0,"[0 0 1 1 0 0 0 1 1 0 0 1 0 1 0 1 0 0 0 0 1 0 0 0 1 0 1 0 1 1 1 0 1 0 0 0 0
 1 0 0 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 1 1 0 1 0 1 0 0 1 0 1 0 1 1 0 0
 0 0 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 0 1 0 0 1 0 1 0 1 0
 0 1 1 1 0 1 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 1 1 0 0 0 0 0 0
 0 1 0 1 0 1 1 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 1 0 1 1 0 1 0 0 0 1 0 1 1 1
 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
 1 0 0 1 0 1 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0 1 1 0 0 0 1 1 1 0 1 0 0
 0 1 0 0 1 1 1 0 0 1 0 1 0 1 1 0 1 1 1 0 1 0 1 1 1 0 0 0 1 0 0 0 1 1 1 0 0
 0 0 1 0 0 0 0 0 1 0 1 1 0 1 1 0 1 0 0 1 0 0 0 0 1 0 1 0 0 1 0 0 0 1 0 0 1
 1 1 0 0 0 1 0 1 0 0 1 1 1 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 1 1 1 0 1 0 0 1
 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 1 1 1 0 0 0 0 0 1 1 1 0 1 0
 1 0 0 0 1 0 0 0 0 1 0 1 0 0 1 0 1 0 0 1 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0
 0 1 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 1 1]",0.021802425384521484,2,2,0.19,0.17135549872122763
23,noisy_circles,Graph,complete,0,"[1 1 3 0 1 1 1 3 2 0 1 2 0 0 1 2 1 1 2 2 1 1 1 1 0 1 3 1 2 2 2 1 2 1 1 0 1
 3 1 1 1 1 1 2 1 1 1 1 1 0 2 2 3 1 1 0 1 1 3 1 1 0 1 1 1 1 1 1 1 2 1 1 2 3
 0 1 1 1 1 2 1 0 2 1 2 2 1 1 1 1 1 1 1 3 1 3 2 0 2 0 2 1 1 0 1 0 1 2 2 0 1
 1 1 1 1 2 1 3 3 1 1 3 2 1 2 1 1 1 0 0 1 0 1 0 1 1 1 1 1 2 2 0 2 1 2 1 2 0
 0 3 3 0 1 3 1 1 2 2 0 1 2 1 1 1 1 1 0 0 1 1 3 0 1 0 2 2 2 0 2 0 1 1 1 0 1
 1 0 0 3 1 2 2 1 1 2 1 2 1 2 1 1 1 1 2 0 1 2 0 2 1 2 3 1 2 0 2 0 0 0 3 3 3
 1 3 1 0 1 1 1 1 1 0 1 1 1 3 2 1 1 2 2 2 2 2 1 1 2 1 1 1 1 1 3 2 1 1 1 1 1
 2 1 1 2 1 2 0 1 0 2 1 1 2 1 2 1 3 0 1 2 0 2 0 1 0 3 3 0 1 1 2 3 1 1 0 1 1
 1 3 1 1 3 3 0 1 1 2 1 0 1 2 2 1 1 3 3 1 2 2 3 2 2 2 1 0 2 1 1 1 2 2 0 1 1
 1 1 2 0 0 1 0 1 2 1 0 2 1 2 2 1 2 1 0 2 2 1 1 1 0 0 2 2 2 2 2 1 1 3 1 0 2
 2 0 1 1 1 3 1 3 1 1 0 2 0 1 1 2 1 3 0 1 1 1 1 1 1 1 2 2 1 1 2 0 1 2 1 0 2
 2 1 1 1 2 2 0 1 2 1 1 1 0 2 1 1 0 2 1 1 2 1 3 2 0 3 1 1 0 1 1 3 0 3 1 3 1
 3 1 1 1 3 0 1 0 1 2 1 2 1 1 3 1 3 1 1 3 1 2 0 1 2 2 0 0 1 1 2 1 1 1 1 1 1
 1 2 1 1 2 0 1 2 2 1 1 0 2 1 1 0 1 2 3]",1.0630214214324951,4,2,0.664,0.37349397590361444
24,noisy_moons,GMM_MCA,complete,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",21.568319082260132,1,2,0.5,0.3333333333333333
25,noisy_moons,GMM_Voting,complete,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",0.7892520427703857,1,2,0.5,0.3333333333333333
26,noisy_moons,GMM_Pair,complete,0,"[0 0 0 1 0 1 0 0 1 0 1 1 1 1 0 0 1 0 1 1 0 1 0 1 0 1 0 0 0 0 1 1 1 0 0 0 0
 0 0 1 1 1 1 0 0 1 1 0 1 0 1 1 1 0 0 0 1 1 1 1 0 1 0 0 1 0 1 1 0 1 1 1 0 0
 0 1 1 0 0 0 0 0 1 1 1 1 0 1 0 0 1 0 0 1 1 1 0 1 1 0 1 0 0 0 1 0 1 1 1 1 1
 1 0 1 0 1 1 0 0 1 0 1 1 1 1 0 1 0 1 1 1 1 0 0 0 1 0 1 1 0 0 1 1 1 1 0 1 0
 1 1 0 0 0 1 1 0 1 0 1 0 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 0 1 1 1 1 0
 1 0 1 0 1 0 0 0 1 1 0 1 1 0 0 0 0 1 0 1 1 1 0 1 1 0 1 0 1 1 1 1 1 1 1 0 1
 0 0 0 1 0 1 0 1 0 1 0 1 0 1 1 1 0 0 0 0 1 0 1 1 0 0 1 1 1 1 0 0 0 1 1 0 0
 1 0 0 0 1 1 1 1 1 1 1 0 1 0 1 1 0 0 0 0 0 1 0 1 0 0 1 0 1 1 1 1 1 1 1 0 1
 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 0 1 1 1 1 0
 1 1 1 0 1 1 1 1 1 0 1 0 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 1 1 1 0 0 1 0 1 1 1
 1 0 0 1 0 1 1 1 1 0 0 0 1 1 0 0 1 1 0 0 0 1 0 1 1 0 0 0 1 1 1 1 0 1 0 1 0
 1 0 1 0 1 1 1 1 0 1 1 1 1 1 0 0 0 1 1 0 0 1 0 1 1 0 0 0 1 1 0 1 1 1 1 0 0
 0 0 0 0 1 0 1 1 0 1 0 0 1 0 1 0 0 1 1 0 0 0 0 1 1 1 0 1 1 0 1 1 1 0 0 1 1
 1 1 1 1 0 1 1 1 0 1 0 1 0 1 1 1 1 1 1]",0.5928552150726318,2,2,0.924,0.9235584737443474
27,noisy_moons,MM,complete,0,"[2 2 2 1 2 1 2 2 1 2 1 1 1 1 2 2 2 2 1 1 2 1 2 1 2 1 2 2 2 2 1 1 1 2 2 2 2
 2 2 1 1 1 1 2 2 1 1 2 1 2 1 1 1 2 2 2 1 1 1 1 2 1 2 2 1 2 1 1 2 1 1 1 2 2
 2 1 1 2 2 2 2 2 2 1 1 1 2 1 2 2 2 2 2 1 1 1 2 1 1 2 1 2 2 2 1 2 1 1 1 1 1
 1 2 1 2 1 1 2 2 1 2 1 1 1 1 2 1 2 2 1 1 1 2 2 2 1 2 1 1 2 2 2 1 1 2 2 2 2
 1 2 2 2 2 1 1 2 1 2 1 2 1 1 2 1 1 1 1 1 1 1 2 1 1 1 1 1 1 2 2 2 1 1 1 1 2
 1 2 1 2 1 2 2 2 1 1 2 1 1 2 2 2 2 1 2 1 1 1 2 1 1 2 1 2 1 1 1 1 2 1 1 2 1
 2 2 2 1 2 1 2 1 2 1 2 1 2 1 1 1 2 2 2 2 1 2 1 1 2 2 1 1 1 1 2 2 2 1 1 2 2
 1 2 2 2 1 1 2 1 1 1 1 2 1 2 1 2 2 2 2 2 2 1 2 1 2 2 1 2 1 1 1 1 1 1 1 2 2
 1 2 2 2 2 1 1 1 2 1 1 1 1 1 1 2 1 1 1 1 1 2 2 1 1 1 1 1 1 2 2 2 1 1 1 1 2
 1 2 1 2 1 1 1 1 1 2 1 2 1 2 1 1 2 2 2 2 2 2 2 1 2 2 2 1 1 1 2 2 1 2 1 2 1
 1 2 2 1 2 1 1 1 1 2 2 2 1 1 2 2 1 1 2 2 2 1 2 1 1 2 2 2 1 2 1 1 2 1 2 2 2
 1 2 1 2 1 1 1 1 2 1 1 1 1 1 2 2 2 2 1 2 2 2 2 1 1 2 2 2 2 1 2 2 1 1 2 2 2
 2 2 2 2 2 2 1 1 2 1 2 2 1 2 1 2 2 2 1 2 2 2 2 1 1 1 2 1 1 2 1 1 1 2 2 1 1
 1 2 1 1 2 1 1 1 2 1 2 1 2 1 1 1 1 1 1]",164.80562806129456,2,2,0.444,0.2901960784313726
